Código,Producto,P. Costo,P. Venta,P. Mayoreo,Existencia,Inv. Mínimo,Inv. Máximo,Departamento
8.00E+11,MINIBANDA 3X21 G-60 X-86 FANDELI CYL,$15.65,$21.00,$20.00,5,3,5,ADHESIVOS
8.00E+11,MINIBANDA 3X21 G-80 X-86 FANDELI CYL,$15.21,$20.00,$19.00,5,2,5,ADHESIVOS
BANDA,MINIBANDA 4X24 G-60 X-86 FANDELI CYL,$22.67,$30.00,$28.00,5,2,5,ADHESIVOS
8.00E+11,MINIBANDA 4X24 G-80 X86 FANDELI CYL,$21.91,$29.00,$27.00,5,3,5,ADHESIVOS
7.50E+12,MIRILLA DE SEGURIDA ACABADO LATON HERMEX 43672,$99.00,$140.00,$130.00,6,2,6,CANDADOS Y CERRADURAS
7.52E+12,MONOMANDO P/FREGADERO SOLVEX SP-10017,$318.00,$465.00,$460.00,1,2,4,PLOMERIA
7.52E+12,MONOMANDO PARA FREGADERO CROMO SOLVEX SP-31604,$125.00,$182.00,$180.00,1,1,1,PLOMERIA
7.19E+12,MONOMANDO PARA FREGADOR SOLVEX SF-11501,$268.00,$388.00,$380.00,1,1,1,PLOMERIA
MP2014C,MONOMANDO PARA LAVABO 18 CM MP2014C ONSUN,$193.00,$280.00,$275.00,0,1,1,PLOMERIA
MUFA,MUFA 1 1/4 NACIONAL EDISON MUFA-11/4,$15.95,$25.00,$23.00,13,10,20,ELECTRICIDAD
MULLB,MULTICONECTOR C/LLAVE TIPO B ADASA MULLB,$41.00,$55.00,$50.00,2,2,4,PLOMERIA
7.50E+12,MULTICONECTOR C/VALVULA ESFERA Y TUERCA UNION CNX GRI MCONECV1925,$58.00,$76.00,$72.00,6,2,3,PLOMERIA
7.50E+12,MULTICONTACTO 6 ENTRADAS 16 AWG VOLTECK,$55.00,$72.00,$68.00,6,3,6,ELECTRICIDAD
7.50E+12,MULTICONTACTO ADIR 6 TOMAS C/2 USB F41,$79.69,$130.00,$125.00,3,1,3,ELECTRICIDAD
7.51E+12,MULTICONTACTO ADIR 6 TOMAS F41,$37.00,$60.00,$58.00,3,1,3,ELECTRICIDAD
7.51E+12,MULTICONTACTO C/SUPRESOR D/PICOS 8 VIAS 48188 VOLTECK,$255.00,$350.00,$335.00,1,2,4,ELECTRICIDAD
7.50E+12,MULTICONTACTO TIPO Y VOLTECK 46805,$33.00,$45.00,$42.00,3,1,3,ELECTRICIDAD
7.51E+12,MULTICONTACTOS 6 ENTRADA GRANEL VOLTECK,$49.00,$65.00,$60.00,10,4,12,ELECTRICIDAD
7.50E+12,MULTIMETRO ADIR DIGITAL GANCHO MOD.440,$184.10,$260.00,$250.00,2,1,2,ELECTRICIDAD
7.50E+12,MULTIMETRO DIGITAL JUNIOR TRUPER 10401,$275.00,$355.00,$345.00,2,1,2,ELECTRONICA
7.51E+12,MULTIMETRO HIGH POWER DE GANCHO MP-2660,$97.50,$140.00,$130.00,2,1,2,HERRAMIENTAS
7.50E+12,NAVAJA CUTTER ECO SANTUL ED 5897,$6.46,$10.00,$9.00,9,5,10,ELECTRICIDAD
16952,NAVAJA INDIVIDUAL TRUPER 16952,$0.00,$5.00,$0.00,2,1,5,HERRAMIENTAS
7.50E+12,NAVAJA RETRACTIL 6 CUERPO DE ALUMINIO PRETUL 22400,$39.00,$55.00,$50.00,4,2,6,HERRAMIENTAS
9.00E+11,NIPLE BOTELLA ACERO GALV ROSCA MANG 3/4 CN 116220005,$17.51,$30.00,$25.00,5,1,5,PLOMERIA
9.00E+11,NIPLE BOTELLA ACERO GALV ROSCA MANGUERA 1 CN 116220010,$21.47,$35.00,$30.00,5,1,5,PLOMERIA
9.00E+11,NIPLE BOTELLA ACERO GALV ROSCA MANGUERA 1/2 CN 116220000,$14.69,$22.00,$20.00,5,1,5,PLOMERIA
7.51E+12,NIPLE CORRIDO 1/2 POLIPROPILENO FOSET,$1.50,$3.00,$2.50,20,5,10,PLOMERIA
114,NIPLE CUERDA CORRIDA 1 1/4 ARXFLUX,$16.52,$22.00,$20.00,9,15,20,ELECTRICIDAD
115,NIPLE CUERDA CORRIDA 1/2 ACERO,$4.08,$8.00,$0.00,14,10,15,ELECTRICIDAD
116,NIPLE CUERDA CORRIDA 3/4 ACERO,$6.38,$12.00,$0.00,13,10,15,ELECTRICIDAD
445,NIPLE GALV 1 CUERDA CORRIDA PLO 1443,$7.23,$10.00,$9.00,6,5,20,PLOMERIA
448,NIPLE GALV 1 X 10CM PLO 1448,$11.45,$16.00,$15.00,15,5,20,PLOMERIA
586,NIPLE GALV 1 X 15CM PLO 149,$18.40,$25.00,$24.00,10,5,10,PLOMERIA
449,NIPLE GALV 1 X 20CM PLO,$27.61,$37.00,$36.00,10,5,20,PLOMERIA
446,NIPLE GALV 1 X 5CM PLO 1446,$8.64,$12.00,$11.00,10,5,20,PLOMERIA
447,NIPLE GALV 1 X 7.5CM PLO 1447,$10.09,$14.00,$13.00,10,5,20,PLOMERIA
436,NIPLE GALV 1/2 CUERDA CORRIDA PLO 1451,$2.67,$5.00,$4.00,14,5,20,PLOMERIA
476,NIPLE GALV 1/2 X 10CM PLO 1462,$6.44,$9.00,$8.50,10,5,20,PLOMERIA
437,NIPLE GALV 1/2 X 12.5CM PLO,$7.70,$11.00,$10.00,10,5,20,PLOMERIA
438,NIPLE GALV 1/2 X 15CM PLO 1465,$9.11,$13.00,$12.00,7,4,20,PLOMERIA
439,NIPLE GALV 1/2 X 20CM PLO 1466,$15.35,$21.00,$20.00,10,5,20,PLOMERIA
429,NIPLE GALV 1/2 X 5CM PLO 1456,$3.74,$6.00,$5.00,10,5,15,PLOMERIA
430,NIPLE GALV 1/4 X 10CM PLO 1470,$8.40,$12.00,$11.00,8,4,20,PLOMERIA
431,NIPLE GALV 1/4 X 15CM PLO,$12.93,$18.00,$17.00,10,4,20,PLOMERIA
584,NIPLE GALV 1/4 X 5CM PLO 1468,$6.95,$10.00,$9.00,10,5,15,PLOMERIA
477,NIPLE GALV 1/4 X 7.5CM PLO 1469,$7.77,$11.00,$10.00,8,5,20,PLOMERIA
440,NIPLE GALV 3/4 CUERDA CORRIDA PLO 1481,$4.07,$6.00,$5.00,9,5,20,PLOMERIA
585,NIPLE GALV 3/4 X 10CM PLO 1486,$8.29,$12.00,$11.00,10,5,10,PLOMERIA
443,NIPLE GALV 3/4 X 15CM PLO,$12.40,$17.00,$16.00,15,5,20,PLOMERIA
444,NIPLE GALV 3/4 X 20CM PLO 1488,$20.26,$27.00,$26.00,10,5,20,PLOMERIA
441,NIPLE GALV 3/4 X 5CM PLO 1484,$5.52,$8.00,$7.00,10,5,20,PLOMERIA
442,NIPLE GALV 3/4 X 7.5CM PLO 1485,$6.11,$9.00,$8.00,10,5,20,PLOMERIA
435,NIPLE GALV 3/8 X 10CM PLO 1491,$8.39,$12.00,$11.00,10,4,20,PLOMERIA
433,NIPLE GALV 3/8 X 5CM PLO 1489,$6.14,$9.00,$8.00,10,4,20,PLOMERIA
434,NIPLE GALV 3/8 X 7.5CM PLO 1490,$6.95,$10.00,$9.00,8,4,20,PLOMERIA
432,NIPLE GALV 3/8 X CUERDA CORRIDA PLO 1494,$5.24,$8.00,$7.00,10,4,20,PLOMERIA
583,NIPLE GLAV 1/4 X 12.5CM PLO 1471,$11.62,$16.00,$15.00,10,5,10,PLOMERIA
9.00E+11,NIPLE HEXAGONAL 1/2 GALV ROSC CN 043130016,$5.50,$8.00,$7.00,5,1,5,PLOMERIA
V2015,NIPLE TERMINAL 1/4 A 3/8 GRE V2015,$8.00,$15.00,$12.00,5,2,5,PLOMERIA
V2016,NIPLE TERMINAL 3/8 A 3/8 GRE V2016,$10.00,$15.00,$13.00,15,2,5,PLOMERIA
7.51E+12,NIPLE TERMINAL CON ESPIGA 3/8 X 3/8 FOSET,$11.00,$16.00,$15.00,30,10,30,PLOMERIA
7.51E+12,NIPLE TERMINAL LATON 3/8 X 3/8 FOSET 47433,$11.00,$15.00,$14.00,18,5,20,PLOMERIA
834,NIPLE TERMINAL P ESPIGA 3/8 X 3/8 ALEAMEX DIPLO,$8.30,$13.00,$12.00,3,1,3,PLOMERIA
7.51E+12,NIPLE UNION LATON 3/8 X 3/8 FOSET,$16.00,$22.00,$21.00,18,5,20,PLOMERIA
816,NIVEL 24PULG ALUMINIO 1606 LION TOOL CHOLU,$96.86,$140.00,$130.00,1,1,2,HERRAMIENTAS
7.50E+12,NIVEL PROFESIONAL DE 18 CON PROTECCIÓN TRUPER,$135.00,$176.00,$170.00,3,1,3,HERRAMIENTAS
7.50E+12,NIVEL PROFESIONAL DE 24 CON PROTECCION TRUPER,$159.00,$207.00,$204.00,2,1,3,HERRAMIENTAS
7.51E+12,NIVEL TORPEDO MAGNÉTICO DE 9 CON CUERPO TRUPER,$65.00,$85.00,$80.00,6,3,6,HERRAMIENTAS
7.50E+12,NUDO UNIVERSAL 3/8 TRUPER 13669,$59.00,$80.00,$77.00,6,2,6,AUTOS
OR2,O-RING CHICO ML,$0.50,$1.00,$0.80,120,20,120,COMPONENTES PARA MAQUINAS
OR7,O-RING GRANDE 2 ML,$2.50,$5.00,$4.50,200,20,200,COMPONENTES PARA MAQUINAS
OR6,O-RING GRANDE ML,$2.00,$4.00,$3.50,140,20,140,COMPONENTES PARA MAQUINAS
OR5,O-RING MEDIANO 2 ML,$1.50,$3.00,$2.50,162,20,162,COMPONENTES PARA MAQUINAS
OR3,O-RING MEDIANO ML,$1.00,$2.00,$1.80,108,20,108,COMPONENTES PARA MAQUINAS
OR1,O-RING MINI ML,$0.25,$0.50,$0.40,161,10,161,COMPONENTES PARA MAQUINAS
9.01E+12,OIJA C/AC HEXA BROCA ENSAM C/RON VUL 1/4 X 2 CN 628079930,$0.88,$3.00,$2.50,100,100,400,TORNILLOS
OJ12,OJILLO 1/2 TERMINAL P/CABLE,$0.48,$2.00,$1.00,250,100,250,ELECTRICIDAD
OJ14,OJILLO 1/4 TERMINAL P/CABLE,$0.47,$2.50,$1.50,87,100,100,ELECTRICIDAD
OJI316,OJILLO 3/16 PEQUEÑO TERMINAL P/CABLE,$0.26,$2.00,$1.00,238,100,250,ELECTRICIDAD
OJ316,OJILLO 3/16 TERMINAL PARA CABLE OJ316,$0.40,$2.00,$1.00,247,50,100,ELECTRICIDAD
OJ38,OJILLO 3/8 TERMINAL P/CABLE,$0.68,$3.00,$2.00,247,100,250,ELECTRICIDAD
OJ532,OJILLO 5/32 TERMINALES P/CABLE,$0.26,$2.00,$1.00,244,100,250,ELECTRICIDAD
OJZ12,OJILLO ZAPATA 1/2 TERMINAL P/CABLE,$2.08,$5.00,$4.00,250,100,250,ELECTRICIDAD
OJZ38,OJILLO ZAPATA 3/8 TERMINAL P/CABLE,$1.76,$4.00,$3.00,250,100,250,ELECTRICIDAD
9.00E+12,OPRESOR HEX INT PUNTA COPA UNC 5/16 18X1 1/2 PULG CN,$2.69,$7.00,$6.50,100,20,100,TORNILLOS
9.00E+12,OPRESOR HEX INT PUNTA COPA UNC 5/16 18X1/2 CN,$0.85,$3.00,$2.50,100,20,100,TORNILLOS
9.00E+12,OPRESOR HEX INT PUNTA COPA UNC 5/16 18X1PULG CN,$1.67,$5.00,$4.00,100,20,100,TORNILLOS
9.00E+12,OPRESOR HEX INT PUNTA COPA UNC 5/16 18X3/4 CN,$1.21,$4.00,$3.50,100,20,100,TORNILLOS
9.00E+12,OPRESOR HEX INT PUNTA COPA UNC 5/16 18X5/16 CN,$0.58,$2.00,$1.50,100,20,100,TORNILLOS
7.50E+12,ORGANIZADOR DE 11 TRUPER,$40.00,$53.00,$50.00,6,3,6,HERRAMIENTAS
7.50E+12,PALA CUADRADA PUÑO D PRETUL,$125.00,$165.00,$161.00,5,3,6,HERRAMIENTAS
7.50E+12,PALA CUADRADA T-2000 PUÑO Y TRUPER,$199.00,$260.00,$257.00,5,3,6,HERRAMIENTAS
7.50E+12,PALA ESCARRAMAN T-2000 PUÑO Y TRUPER,$199.00,$265.00,$260.00,3,1,3,HERRAMIENTAS
7.50E+12,PALA T-2000 CARBONERA PUÑO Y TRUPER,$265.00,$345.00,$340.00,3,1,3,HERRAMIENTAS
8.50E+12,PALANCA PARA W.C. CROMADA BARILLA METALICA FAMA 9568,$27.00,$36.00,$34.00,3,1,3,PLOMERIA
7.50E+12,PALANCA SEMILATERAL CROMADA P/W.C. FAMA 9564,$25.00,$33.00,$30.00,3,1,3,PLOMERIA
8.44E+12,PANEL LED ASPIRINA SOBREPONER 24W 8000K,$61.78,$90.00,$85.00,6,6,10,ELECTRICIDAD
LED.13588,PANEL LED ASPIRINA SOBREPONER 42W 6500K ED 13588,$140.25,$190.00,$185.00,4,2,4,ELECTRICIDAD
7.50E+12,PANEL LED REDONDO UNIVERSAL  9W 6500K IGOTO EDISON,$17.00,$25.00,$22.00,4,5,10,ELECTRICIDAD
7.50E+12,PANEL LED REDONDO UNIVERSAL 15W 6500K IGOTO EDISON,$26.00,$40.00,$35.00,1,5,10,ELECTRICIDAD
7.50E+12,PANEL LED REDONDO UNIVERSAL 20W 6500K IGOTO EDISON,$38.50,$60.00,$55.00,3,5,10,ELECTRICIDAD
7.50E+12,PANEL LED SOBRE CUADRADO 12W LUMICRAFT EDISON,$41.25,$60.00,$57.00,4,5,10,ELECTRICIDAD
7.50E+12,PANEL LED SOBRE CUADRADO 18W LUMICRAFT EDISON,$52.46,$76.00,$73.00,4,5,10,ELECTRICIDAD
7.50E+12,PANEL LED SOBRE REDONDO 12W LUMICRAFT EDISON,$37.40,$52.00,$50.00,6,6,10,ELECTRICIDAD
7.50E+12,PANEL LED UNIVERSAL 15W LUMICRAFT ED PLAJ15W,$28.71,$40.00,$37.00,2,3,5,ELECTRICIDAD
5.20E+12,PANEL LED UNIVERSAL 24W ALL LITE ED 024-00001,$41.24,$56.00,$54.00,4,2,5,ELECTRICIDAD
7.50E+12,PANEL LED UNIVERSAL 8W LUMICRAFT ED PLAJ8W,$23.75,$32.00,$30.00,5,2,5,ELECTRICIDAD
7.50E+12,PARRILLA 1 QUEMADOR SUPER FLAMA H79 61069,$90.25,$140.00,$130.00,2,1,2,PLOMERIA
772,PASADOR DE PISO GALV MOD A-60 #24 CN 073041260,$65.72,$95.00,$90.00,4,1,4,CANDADOS Y CERRADURAS
773,PASADOR DE PISO SOLERA COL DE BOLA MOD A-30 CN 073041281,$60.29,$85.00,$80.00,3,1,3,TORNILLOS
771,PASADOR DE PISO SOLERA COL DE BOLA MOD A-60 #24 CN 073041286,$80.44,$120.00,$110.00,3,1,3,CANDADOS Y CERRADURAS
963,PASADOR DORADO NUM 13 CORRUGADO S/PIJA ANG,$24.50,$36.00,$35.00,5,3,10,TORNILLOS
821,PASADOR MAUSER TROPICALIZADO EXTRA 74MM CHOLU,$10.99,$18.00,$15.00,8,1,3,TORNILLOS
9.00E+11,PASADOR PARA CORTINA SIN RANURA 7/32 DOBLADO CN 073041568,$35.21,$50.00,$46.00,6,2,6,RUEDAS
822,PASADOR PHILIPS 13CM CHOLU,$31.11,$50.00,$45.00,9,1,3,TORNILLOS
823,PASADOR PHILIPS 9CM CHOLU,$17.13,$26.00,$23.00,9,1,3,TORNILLOS
761,PASADOR PORTACANDADO MOD P-50 CN 073041310,$9.16,$18.00,$15.00,3,1,3,CANDADOS Y CERRADURAS
954,PASADOR T/MAUSER TROPICAL EX 32MM CHOLU,$7.84,$12.00,$11.00,6,3,10,TORNILLOS
953,PASADOR T/MAUSER TROPICAL EX 51MM CHOLU,$10.71,$16.00,$15.50,6,3,10,TORNILLOS
952,PASADOR T/MAUSER TROPICAL EX 64MM CHOLU,$11.14,$17.00,$16.00,6,3,10,TORNILLOS
951,PASADOR T/PHILIPS 5CM CHOLU,$8.33,$13.00,$12.50,6,3,10,TORNILLOS
7.50E+12,PASTA P/SOLDAR SILER LATA 250GRS PLO 1547,$77.09,$105.00,$100.00,10,5,10,PLOMERIA
7.50E+12,PASTA P/SOLDAR SILER LATA 500GRS PLO 1548,$121.60,$160.00,$158.00,3,1,3,PLOMERIA
7.50E+12,PASTA P/SOLDAR SILER LATA 75GRS PLO 1549,$35.83,$49.00,$47.00,9,5,10,PLOMERIA
7.50E+12,PASTA PARA PULIS MARVIL 300GR BOTE BLANCA H79 128016,$39.16,$60.00,$55.00,3,1,3,AUTOS
851,PASTA PARA SOLDAR ROJA MYT KITS,$9.50,$15.00,$12.00,3,2,3,ELECTRONICA
850,PASTA PARA SOLDAR SOLDEK AZUL 25GRS,$14.40,$22.00,$18.00,3,1,3,HERRAMIENTAS
843,PASTILLA 15A BITICINO ED,$50.00,$70.00,$65.00,8,2,10,ELECTRICIDAD
CLORO,PASTILLA DE CLORO CARTON JP,$3.00,$5.00,$4.00,10,2,10,SEGURIDAD E HIGIENE
598,PASTILLA TERMO ENCHU 1X20A IUSA EDISON 598,$66.02,$90.00,$86.00,3,2,3,ELECTRICIDAD
124,PASTILLA TERMO ENCHU 1X30A IUSA EDISON 124,$70.15,$91.00,$88.00,5,10,10,ELECTRICIDAD
125,PASTILLA TERMO ENCHU 1X30A SQUARED EDISON 125,$139.50,$185.00,$180.00,2,10,10,ELECTRICIDAD
4.02E+12,PASTILLA TERMO RIEL 1X10A SH 201 ABB ED,$91.89,$130.00,$128.00,3,1,3,ELECTRICIDAD
4.02E+12,PASTILLA TERMO RIEL 1X16A SH 201 ABB ED,$91.89,$128.00,$125.00,3,1,3,ELECTRICIDAD
4.02E+12,PASTILLA TERMO RIEL 1X20A SH 201 ABB ED,$91.89,$128.00,$125.00,3,1,3,ELECTRICIDAD
4.02E+12,PASTILLA TERMO RIEL 1X32A SH 201 ABB ED,$91.89,$128.00,$125.00,6,3,6,ELECTRICIDAD
126,PASTILLA TERMOMAGNETICA 1X30A BTICINO EDISON 126,$105.00,$145.00,$140.00,1,3,3,ELECTRICIDAD
7.50E+12,PEGAMENTO BLANCO 250ML 1/4 RESISTOL H79 144040,$55.47,$80.00,$75.00,3,1,3,ADHESIVOS
7.50E+12,PEGAMENTO BLANCO 250ML CARPINTOL AFIX H79 300408,$36.44,$55.00,$50.00,2,1,3,ADHESIVOS
7.50E+12,PEGAMENTO BLANCO 500ML 1/2 RESISTOL H79 144041,$96.26,$135.00,$130.00,3,1,3,ADHESIVOS
7.50E+12,PEGAMENTO DE CONTACTO 50ML FLEXO BLISTER H79 128017,$26.39,$40.00,$35.00,2,1,3,ADHESIVOS
7.51E+12,PEGAMENTO OMEGA PITBULL AZUL P/PVC C.40 HCO 50GRS PLO 2709,$26.15,$36.00,$34.00,29,4,15,PLOMERIA
7.51E+12,PEGAMENTO OMEGA PITBULL AZUL P/PVC CED.40 125ML PLO,$47.30,$64.00,$62.00,20,4,10,PLOMERIA
7.50E+12,PEGAMENTO PEGALON P/CPVC 145ML PLO 1559,$65.42,$88.00,$86.00,3,5,10,PLOMERIA
7.50E+12,PEGAMENTO PEGALON P/CPVC 90ML 65-012 PLO 1562,$50.81,$70.00,$67.00,4,5,10,PLOMERIA
7.50E+12,PEGAMENTO PEGALON P/CPVC TUBO EN CAJA 50ML 65-008 PLO 1563,$31.25,$43.00,$41.00,5,5,10,PLOMERIA
7.50E+12,PEGAMENTO PEGALON P/PVC C.40 HIDRAULICO 145ML PLO 1565,$62.37,$84.00,$82.00,4,5,5,PLOMERIA
7.50E+12,PEGAMENTO PEGALON P/PVC CED.40 HCO 90ML 40-012 PLO 1568,$42.93,$58.00,$56.00,4,5,10,PLOMERIA
7.50E+12,PEGAMENTO PEGALON P/PVC CED.40 HCO. TUBO EN CAJA 50ML 40-101 PLO 1564,$29.10,$40.00,$38.00,5,5,10,PLOMERIA
7.50E+12,PEGAMENTO PEGALON P/PVC SANIT PRESION 145ML PLO 1573,$51.14,$69.00,$67.00,4,5,5,PLOMERIA
7.50E+12,PEGAMENTO PEGALON P/PVC SANIT. Y CONDUIT 145ML PLO,$42.15,$58.00,$55.00,4,5,10,PLOMERIA
7.86E+12,PEGAMENTO PEGATANQUE MASILLA EPOXICA 35G PLO,$55.60,$75.00,$72.00,3,1,3,ADHESIVOS
7.86E+12,PEGAMENTO PEGATANQUE NEGRO 44ML PLO,$110.00,$145.00,$142.00,3,1,3,ADHESIVOS
7.86E+12,PEGAMENTO PEGATANQUE TRASPARENTE 32ML PLO,$110.00,$145.00,$142.00,2,1,3,ADHESIVOS
7.50E+12,PEGAMENTO SILER P/CPVC TUBO 60GRS PLO 1578,$35.83,$48.00,$47.00,5,2,5,PLOMERIA
7.50E+12,PEGAMENTO SILER PVC P/TUBERIA 150GR BOTE AMARILLO CYL 1111267,$78.10,$110.00,$105.00,13,5,10,ADHESIVOS
7.50E+12,PEGAMENTO SILER PVC P/TUBERIA 225GR BOTE AMARILLO CYL 1111268,$99.44,$130.00,$128.00,7,2,5,ADHESIVOS
7.50E+12,PEGAMENTO SILER PVC P/TUBERIA 60GR AMARILLO CYL 1111265,$38.78,$52.00,$50.00,9,2,10,ADHESIVOS
PEGAMO,PEGAMOSCAS 4 ROLLOS 0022 LION TOOLS CHO,$8.02,$16.00,$15.00,3,3,10,CASA Y JARDIN
7.11E+11,PERA DE DESCARGA AZUL DE 3 COFLEX P-B6036,$57.00,$75.00,$71.00,3,2,3,PLOMERIA
7.28E+12,PERICO CROMADO #8 FUMETAX GRI SW-81110108,$51.00,$85.00,$80.00,3,2,3,HERRAMIENTAS
135,PERICO EGA MASTER 12,$400.00,$550.00,$500.00,7,7,7,HERRAMIENTAS
136,PERICO URREA 10,$280.00,$350.00,$300.00,3,3,3,HERRAMIENTAS
137,PERICO URREA 12,$380.00,$500.00,$450.00,5,5,5,HERRAMIENTAS
965,PERNO P/ARCO CUADRADO ANG,$9.70,$20.00,$18.00,15,6,10,TORNILLOS
7.52E+12,PICHANCHA 3/4 CON REJILLA DE ACERO INOXIDABLE CUERPO DE LATON SOLVEX SP-70059-2,$54.00,$72.00,$70.00,2,1,2,PLOMERIA
7.50E+12,PICHANCHA C/REJILLA 3/4 FOSET 49045,$89.00,$118.00,$116.00,5,2,6,PLOMERIA
7.50E+12,PICHANCHA C/REJILLA ACERO INOX 1 FOSET 49056,$115.00,$154.00,$150.00,6,2,6,PLOMERIA
7.50E+12,PICHANCHA C/REJILLA ACERO INOX 3/4 FOSET 49055,$115.00,$154.00,$150.00,6,2,6,PLOMERIA
7.50E+12,PICHANCHA C/REJILLA LATON 1 FOSET 49046,$105.00,$140.00,$138.00,5,2,6,PLOMERIA
7.52E+12,PICHANCHA DE 1 CUERPO DE LATON SOLVEX SP-70060-3,$67.00,$90.00,$87.00,2,1,2,PLOMERIA
7.52E+12,PICHANCHA DE 3/4 CUERPO DE LATON SOLVEX SP-700060-2,$46.00,$60.00,$58.00,2,1,2,PLOMERIA
127,PIJA #12 2,$0.60,$2.00,$0.00,3000,1000,1000,TORNILLOS
9.01E+12,PIJA (S/AC) GALV C/HEXA PUNTA D/BROCA BSD 10# X 2 CN 628080250,$0.46,$1.50,$1.00,400,100,200,TORNILLOS
9.01E+12,PIJA (S/AC) GALV HEXA BROCA 12 X 1-1/2 CN 628080330,$0.54,$1.50,$1.00,385,100,200,TORNILLOS
9.01E+12,PIJA (S/AC) GALV HEXA PUNTA D/BROCA BSD 10# X 1-1/2 CN 62808240,$0.43,$1.50,$1.00,400,100,200,TORNILLOS
9.01E+12,PIJA (S/AC) GALV HEXA PUNTA D/BROCA BSD 10# X 3/4 CN 628080210,$0.26,$1.00,$0.50,400,100,200,TORNILLOS
9.01E+12,PIJA (S/AC) GALV HEXA PUNTA D/BROCA BSD 12# X 3/4 CN 628080300,$0.33,$1.00,$0.50,400,100,200,TORNILLOS
9.01E+12,PIJA (S/AC) GALV HEXA PUNTA D/BROCA BSD 8# X 1 CN 628080120,$0.20,$0.50,$0.40,400,100,200,TORNILLOS
9.01E+12,PIJA (S/AC) GALV HEXA PUNTA D/BROCA BSD 8# X 1-1/2 CN 628080140,$0.32,$1.00,$0.80,400,100,200,TORNILLOS
9.01E+12,PIJA C/AC HEXA BROCA ENSAM C/RON VUL 1/4 X 1-1/2 CN 628079920,$0.78,$3.50,$3.00,400,100,200,TORNILLOS
9.01E+12,PIJA C/AC HEXA BROCA ENSAM C/RON VUL 1/4 X 3/4 CN 628079900,$0.56,$1.50,$1.00,399,100,300,TORNILLOS
9.00E+11,PIJA C/AC HEXA PUNTA BROCA ENSAM C/RONDANA VUL 1/4 X 1 CN 128079910,$0.58,$3.00,$2.00,5,100,200,TORNILLOS
9.01E+12,PIJA C/ACC C/HEXA P/BROCA ENSAM C/RON VUL #12 X 1 CN 628079870,$0.50,$1.00,$0.80,200,100,200,TORNILLOS
9.01E+12,PIJA C/ACC C/HEXA P/BROCA ENSAM C/RON VUL #12 X 3/4 CN 628079860,$0.45,$1.00,$0.80,200,100,200,TORNILLOS
9.00E+11,PIJA C/HEXA GALV RAN 10X 3/4,$0.25,$1.00,$0.78,300,100,300,TORNILLOS
9.01E+12,PIJA C/HEXA GALV RANURADA 10# X 1 CN 628080066,$0.40,$1.50,$1.00,400,100,200,TORNILLOS
9.01E+12,PIJA C/HEXA GALV RANURADA 10# X 1-1/2 CN 628080072,$0.42,$1.50,$1.00,400,100,200,TORNILLOS
9.01E+12,PIJA C/HEXA GALV RANURADA 10# X 2 CN 628080075,$0.62,$1.50,$1.00,400,100,200,TORNILLOS
9.01E+12,PIJA C/HEXA GALV RANURADA 14# X 1 CN 628080030,$0.53,$2.00,$1.50,400,100,200,TORNILLOS
9.01E+12,PIJA C/HEXA GALV RANURADA 14# X 1-1/2 CN 628080040,$0.68,$2.50,$2.00,400,100,200,TORNILLOS
9.01E+12,PIJA C/HEXA GALV RANURADA 14# X 2-1/2 CN 628080050,$1.32,$4.00,$3.00,392,100,300,TORNILLOS
7.11E+11,PIJA COFLEX P/FIJAR WC C/TAQUETE 3 1/2 PLO,$17.27,$25.00,$24.00,5,3,10,TORNILLOS
7.11E+11,PIJA COFLEX P/FIJAR WC JGO C7TAQUETE 3 PULG PLO,$33.82,$48.00,$45.00,5,2,5,PLOMERIA
9.01E+12,PIJA EXTRAPLANA PHILLIPS GALV #8 X 1 CN 628060402,$0.19,$0.50,$0.35,100,50,100,TORNILLOS
9.01E+12,PIJA EXTRAPLANA PHILLIPS GALV #8 X 1/2,$0.11,$0.50,$0.35,394,100,400,TORNILLOS
9.01E+12,PIJA GALV HEXA BROCA 12 X 2 CN 628080340,$0.68,$2.00,$1.50,400,100,200,TORNILLOS
9.01E+12,PIJA HEXA GALV RANURADA 10# X 3/4 CN 628080063,$0.28,$1.00,$0.50,100,100,200,TORNILLOS
9.01E+12,PIJA P/BROCA EXTRA PLANA 10 X 1/2 CN 628080660,$0.23,$1.00,$0.60,300,100,300,TORNILLOS
9.01E+12,PIJA P/BROCA EXTRA PLANA 10 X 3/4 CN 628080670,$0.27,$1.00,$0.60,292,100,300,TORNILLOS
9.01E+12,PIJA P/BROCA EXTRAPLANA 10 X 1 CN 628080680,$0.32,$1.00,$0.80,300,100,300,TORNILLOS
9.01E+12,PIJA P/BROCA EXTRAPLANA 10 X 1-1/2 CN 628080700,$0.44,$1.00,$0.80,296,100,300,TORNILLOS
9.01E+12,PIJA P/BROCA EXTRAPLANA 10 X 1-1/4 CN 628080690,$0.38,$1.00,$0.80,300,100,300,TORNILLOS
956,PIJA P/FIJAR WC JAMIK TROPI 3 1/2 PULG PLO,$5.10,$10.00,$9.00,5,2,5,PLOMERIA
9.01E+12,PIJA P/LAMINA C/FIJ COMB GALV 6 X 1 1/2 PULG CN,$0.22,$1.50,$1.00,200,50,300,TORNILLOS
9.01E+12,PIJA P/LAMINA C/FIJ COMB GALV 6 X 1/2 CN,$0.10,$0.50,$0.40,200,50,200,TORNILLOS
